framework,scenario,N,T,yield_interval_ms,run_index,n_requests,n_cancelled,run_cancel_rate,L1_mean,L1_sd,L1_median,L1_min,L1_max
aspnet,cpu,175,175,200,12,175,175,1.0,275.583,1.399,276,273,278
aspnet,cpu,175,175,200,13,175,175,1.0,248.806,1.401,249,246,251
aspnet,cpu,175,175,200,14,175,175,1.0,512.291,1.339,512,509,514
aspnet,cpu,175,175,200,15,175,175,1.0,371.571,1.424,372,369,374
aspnet,cpu,175,175,200,16,175,175,1.0,343.92,1.396,344,341,346
aspnet,cpu,175,175,200,17,175,175,1.0,314.394,1.481,315,311,319
aspnet,cpu,175,175,200,18,175,175,1.0,294.8,1.287,295,292,297
aspnet,cpu,175,175,200,19,175,175,1.0,481.48,1.33,482,479,484
aspnet,cpu,175,175,200,20,175,175,1.0,337.56,1.408,338,335,340
aspnet,cpu,175,175,200,21,175,175,1.0,309.046,1.405,309,306,311
aspnet,cpu,175,175,200,22,175,175,1.0,550.189,1.472,550,547,552
aspnet,cpu,175,175,200,23,175,175,1.0,395.326,1.576,395,392,401
aspnet,cpu,175,175,200,24,175,175,1.0,354.737,1.485,355,352,357
aspnet,cpu,175,175,200,25,175,175,1.0,329.291,1.309,329,326,331
aspnet,cpu,175,175,200,26,175,175,1.0,317.417,1.146,317,315,319
aspnet,cpu,175,175,200,27,175,175,1.0,723.863,1.595,724,721,726
aspnet,cpu,175,175,200,28,175,175,1.0,464.286,1.466,464,461,467
aspnet,cpu,175,175,200,29,175,175,1.0,364.246,1.327,364,361,366
aspnet,cpu,175,175,200,30,175,175,1.0,327.731,1.524,328,325,330
aspnet,cpu,175,175,200,31,175,175,1.0,450.126,1.253,450,447,452
aspnet,cpu,175,175,200,32,175,175,1.0,326.6,1.3,327,324,329
aspnet,cpu,175,175,200,33,175,175,1.0,290,1.369,290,287,292
aspnet,cpu,175,175,200,34,175,175,1.0,520.726,1.395,521,518,523
aspnet,cpu,175,175,200,35,175,175,1.0,321.451,1.457,322,318,324
